iter	PRAUC	Logloss
309	0.6909203888	0.3113508758
310	0.6909239245	0.3113474377
311	0.6909265268	0.3113461332
312	0.6909356147	0.3113370715
313	0.6909466893	0.3113310434
314	0.6909550444	0.3113287042
315	0.6909534752	0.3113286471
316	0.6909541839	0.3113279193
317	0.6909535172	0.3113278833
318	0.6909960514	0.3113097531
319	0.6910044905	0.3113047264
320	0.6910185108	0.3112976977
321	0.6910623207	0.3112719768
322	0.6910983909	0.311256759
323	0.691110813	0.3112414709
324	0.6911111825	0.3112410611
325	0.6911142779	0.3112386265
326	0.6911809383	0.3112181018
327	0.6911882906	0.3112153294
328	0.6911976966	0.3112076554
329	0.6912159543	0.31119766
330	0.6912195714	0.3111960328
331	0.6912232665	0.3111941635
332	0.6912770093	0.3111797243
333	0.6912839161	0.3111777899
334	0.6913030491	0.3111705496
335	0.6913057112	0.3111700407
336	0.6913054482	0.3111700186
337	0.6913535316	0.3111573142
338	0.6913508994	0.3111564387
339	0.6913513875	0.3111556966
340	0.6913852772	0.3111419911
341	0.6913854792	0.3111419437
342	0.6914008025	0.3111350775
343	0.6913995	0.3111349212
344	0.6914219677	0.3111240638
345	0.6914413454	0.3111118248
346	0.6914446506	0.3111097812
347	0.6914451341	0.3111095626
348	0.6914438188	0.3111092182
349	0.6914871019	0.311095451
350	0.6915027045	0.311084295
351	0.6915059463	0.3110807453
352	0.6915059747	0.3110800602
353	0.6915441864	0.3110599202
354	0.691554183	0.3110545057
355	0.6915572769	0.3110520132
356	0.6915667061	0.3110461411
357	0.6915688172	0.3110458149
358	0.6915703638	0.3110436857
359	0.6915763188	0.3110412512
360	0.691591826	0.311033085
361	0.6916068196	0.3110237742
362	0.6916068152	0.3110235439
363	0.6916067347	0.3110235374
364	0.6916307393	0.3110152216
365	0.6916311813	0.3110149261
366	0.6916325935	0.311014715
367	0.6916324812	0.311013798
368	0.6916388241	0.3110084546
369	0.6916421257	0.3110066944
370	0.6916507162	0.3109988069
371	0.6917040728	0.310980398
372	0.6917040586	0.3109803958
373	0.6917042606	0.3109803834
374	0.6917053334	0.3109801293
375	0.6917124266	0.3109782324
376	0.6917345408	0.3109672995
377	0.6917508746	0.3109528904
378	0.6917923294	0.3109410465
379	0.6917956423	0.3109389974
380	0.6918078447	0.3109335593
381	0.6918117826	0.3109309345
382	0.6918334341	0.3109212815
383	0.6918335021	0.3109209877
384	0.6918394125	0.3109187914
385	0.6918715377	0.3109079907
386	0.6919057356	0.310876125
387	0.6919058517	0.3108753778
388	0.691929639	0.3108667507
389	0.6919616499	0.3108497756
390	0.6919815069	0.3108405177
391	0.6919928298	0.3108362787
392	0.6920366069	0.3108319527
393	0.6920362328	0.3108319423
394	0.6920609531	0.3108268139
395	0.6921014987	0.3108040785
396	0.6921037096	0.3108024926
397	0.6921048254	0.3108014127
398	0.6921147853	0.3107943983
399	0.6921424316	0.3107776249
400	0.6921461595	0.3107758187
401	0.6921506322	0.3107749297
402	0.6921517854	0.3107739538
403	0.6921578443	0.310771729
404	0.6921578326	0.3107717279
405	0.6921606276	0.3107714599
406	0.6921607299	0.3107714579
407	0.6921683733	0.3107639227
408	0.692169065	0.3107630326
409	0.6921690595	0.3107627718
410	0.6921724658	0.3107617301
411	0.6921719593	0.3107615841
412	0.6921723876	0.3107615202
413	0.6921766387	0.3107594388
414	0.6921768097	0.3107591564
415	0.6921946264	0.3107520234
416	0.69219463	0.3107520216
417	0.6922144089	0.3107465975
418	0.6922702924	0.3107250149
419	0.6922756923	0.3107217355
420	0.6923135751	0.3106956032
421	0.6923470828	0.3106787538
422	0.692347124	0.3106786731
423	0.6923656304	0.310666016
424	0.6923878633	0.3106573523
425	0.6923875947	0.3106572919
426	0.6923874367	0.3106568845
427	0.6923874155	0.3106568813
428	0.6924105644	0.3106481181
429	0.6924115249	0.3106477102
430	0.6924351597	0.3106326381
431	0.6924353801	0.3106322818
432	0.692435143	0.3106322802
433	0.6924351892	0.3106322762
434	0.6924486691	0.3106286274
435	0.6924491628	0.3106280513
436	0.6924530821	0.3106266805
437	0.6924537705	0.3106265403
438	0.6924597155	0.3106239606
439	0.6924959815	0.3106028091
440	0.6925199731	0.310594461
441	0.6925296347	0.3105917362
442	0.6925528199	0.3105832973
443	0.6925547902	0.3105823316
444	0.6925550554	0.3105803302
445	0.6925550541	0.3105803282
446	0.6925721931	0.3105758993
447	0.6925977547	0.3105632228
448	0.692601694	0.3105617227
449	0.6926063051	0.3105611986
450	0.6926283288	0.3105537486
451	0.6926366393	0.310548956
452	0.6926815667	0.3105341177
453	0.6927060907	0.3105241075
454	0.6927092784	0.3105237694
455	0.6927095813	0.3105232084
456	0.6927291004	0.3105117888
457	0.6927286294	0.3105116386
458	0.6927443039	0.3105049647
459	0.6927860978	0.3104914522
460	0.6928045046	0.3104859037
461	0.6928266561	0.3104769297
462	0.6928262048	0.3104767933
463	0.6928262059	0.3104767931
464	0.6928293613	0.3104746209
465	0.6928317649	0.3104743905
466	0.6928323316	0.3104740662
467	0.6928544258	0.3104619983
468	0.6928539369	0.3104619946
469	0.6928730512	0.3104549742
470	0.6928780622	0.3104537361
471	0.6928993481	0.3104463635
472	0.6929203235	0.3104344417
473	0.6929372087	0.3104265042
474	0.6929371856	0.3104252838
475	0.6929376859	0.3104248898
476	0.6929378426	0.3104248827
477	0.6929383002	0.31042367
478	0.6929663738	0.3104085304
479	0.6929677149	0.3104084312
480	0.6929682847	0.3104081393
481	0.6929704475	0.3104077091
482	0.6929835656	0.3104021006
483	0.692984389	0.3104011317
484	0.6930153413	0.3103806514
485	0.6930178092	0.3103792455
486	0.6930282812	0.310375412
487	0.6930514817	0.3103622881
488	0.6930625774	0.3103591807
489	0.6930906162	0.3103528555
490	0.6931382185	0.3103431336
491	0.6931784516	0.3103278118
492	0.693178652	0.3103277607
493	0.6931930501	0.3103216363
494	0.6931935556	0.3103211097
495	0.6931935667	0.3103211091
496	0.6931975005	0.3103192756
497	0.6932121175	0.3103131436
498	0.6932134435	0.3103117071
499	0.6932337216	0.3102990647
500	0.693247743	0.3102947215
501	0.6932719286	0.3102868956
502	0.6932719313	0.3102868873
503	0.6932717809	0.3102867874
504	0.693293427	0.3102780037
505	0.6932931807	0.3102780015
506	0.6933214155	0.3102632338
507	0.6933681582	0.3102457134
508	0.6933687721	0.3102452308
509	0.6933895302	0.3102407591
510	0.6934009975	0.3102345613
511	0.6934030457	0.3102340703
512	0.6934041811	0.3102326901
513	0.6934110139	0.310231492
514	0.693428729	0.3102196896
515	0.6934369428	0.3102157142
516	0.6934662419	0.3102095853
517	0.6934997803	0.3101953215
518	0.6935209457	0.3101832491
519	0.6935545697	0.310168483
520	0.6935538184	0.3101684434
521	0.6935716265	0.3101659877
522	0.6936059292	0.3101568703
523	0.6936131808	0.3101511419
524	0.6936131964	0.3101511395
525	0.6936141774	0.3101507008
526	0.6936569741	0.3101367533
527	0.6936586188	0.3101364709
528	0.6936641703	0.3101333559
529	0.6936706521	0.3101281486
530	0.6936836965	0.3101208812
531	0.6937206008	0.3101063826
532	0.6937253699	0.3101023646
533	0.6937250876	0.3101023308
534	0.6937264839	0.3101017925
535	0.6937475905	0.3100934295
536	0.6937503692	0.3100922707
537	0.6937514953	0.3100920852
538	0.69378028	0.3100840872
539	0.6937797629	0.3100840385
540	0.6937801986	0.3100837766
541	0.6938018096	0.3100748316
542	0.6938013695	0.3100744122
543	0.6938301196	0.3100638131
544	0.6938323294	0.3100630555
545	0.6938420869	0.3100563956
546	0.6938434846	0.3100560933
547	0.6938535774	0.3100531071
548	0.6938558714	0.3100513476
549	0.693857542	0.3100497015
550	0.693859198	0.3100492199
551	0.6938721873	0.31004226
552	0.6938875528	0.3100361269
553	0.6938967718	0.3100296959
554	0.6938990801	0.3100292744
555	0.6939544744	0.3100068759
556	0.6939654037	0.3100031235
557	0.6939764666	0.3099966437
558	0.6939909126	0.3099920717
559	0.693992058	0.309991235
560	0.6939941466	0.3099909767
561	0.6940099815	0.3099874538
562	0.6940096336	0.3099874428
563	0.6940102723	0.3099873513
564	0.6940129041	0.3099868236
565	0.6940357521	0.3099752026
566	0.694044419	0.3099711999
567	0.6940444809	0.3099710448
568	0.6940572013	0.3099634788
569	0.6940666887	0.3099592463
570	0.6940678998	0.3099591287
571	0.6940751243	0.3099556736
572	0.6940751394	0.3099521357
573	0.6940756878	0.309951728
574	0.6940977843	0.3099425438
575	0.6940989613	0.3099420099
576	0.694101678	0.3099398435
577	0.6941158663	0.3099268364
578	0.6941628272	0.3099054435
579	0.6941872097	0.3098938443
580	0.6941871628	0.3098938436
581	0.6941918215	0.3098904779
582	0.694193452	0.3098896873
583	0.6941935177	0.3098895376
584	0.6942037048	0.309887716
585	0.6942044543	0.3098869022
586	0.6942289731	0.309878441
587	0.6942356212	0.3098764101
588	0.6942505784	0.3098695391
589	0.694252047	0.3098687281
590	0.6942537875	0.3098658393
591	0.6942537325	0.3098657535
592	0.6942636898	0.3098607884
593	0.6942700519	0.3098587187
594	0.6942797807	0.309854584
595	0.6942928686	0.3098514864
596	0.6942931859	0.3098511728
597	0.6942981766	0.309849575
598	0.6943138568	0.3098440844
599	0.6943171723	0.3098422521
600	0.6943187902	0.3098419628
601	0.6943241419	0.3098391514
602	0.6943241431	0.3098391514
603	0.6943446418	0.3098305195
604	0.6943459393	0.3098303011
605	0.6943457995	0.3098302422
606	0.6943469092	0.3098299451
607	0.6943644595	0.3098189015
608	0.6943828076	0.3098115936
609	0.6943950099	0.3098046008
610	0.694394456	0.3098045503
611	0.6943976106	0.3098039871
612	0.6944036863	0.3098008316
613	0.6944100956	0.309799582
614	0.6944110711	0.3097990482
615	0.6944374711	0.3097894409
616	0.6944401292	0.3097891012
617	0.6944399511	0.3097890825
618	0.6944502176	0.3097806682
619	0.6944793813	0.3097665213
620	0.6944815421	0.3097662402
621	0.6944846121	0.3097655808
622	0.6944910693	0.3097603016
623	0.6944929487	0.3097599764
624	0.6944984212	0.3097574742
625	0.6945169044	0.3097528462
626	0.6945195859	0.3097521963
627	0.6945195475	0.3097521956
628	0.6945468944	0.309746438
629	0.6945481945	0.3097456543
630	0.6945653814	0.3097363294
631	0.6945666684	0.3097359761
632	0.6945888213	0.3097245414
633	0.6945907766	0.309724239
634	0.6946238756	0.3097070596
635	0.6946738493	0.3096886821
636	0.694687832	0.3096820117
637	0.6947018298	0.3096783943
638	0.6947215898	0.3096667158
639	0.694743876	0.3096577192
640	0.6947445158	0.3096576845
641	0.6947775671	0.3096478445
642	0.6947858065	0.3096449876
643	0.694801942	0.3096383583
644	0.6948019018	0.3096383339
645	0.6948062512	0.3096366757
646	0.6948067869	0.3096366089
647	0.6948172623	0.309631461
648	0.6948235357	0.3096281976
649	0.6948279647	0.3096264438
650	0.6948302891	0.309625726
651	0.6948306976	0.3096253346
652	0.6948341398	0.3096248761
653	0.6948546777	0.309618055
654	0.6948564334	0.3096178656
655	0.6948579924	0.3096175788
656	0.6948763149	0.3096095848
657	0.6948767699	0.3096092904
658	0.6948780214	0.3096091323
659	0.6948895141	0.309602674
660	0.6948897639	0.3096025541
661	0.6948957195	0.3095984257
662	0.6948983285	0.3095979334
663	0.6949058694	0.3095961382
664	0.6949190851	0.3095897575
665	0.6949218439	0.3095886846
666	0.6949240645	0.3095868357
667	0.6949263764	0.309586636
668	0.6949278438	0.3095862902
669	0.6949367867	0.3095845785
670	0.6949527944	0.3095783614
671	0.6949584299	0.3095741968
672	0.694958526	0.309573934
673	0.6949602257	0.3095734425
674	0.6949671162	0.3095688353
675	0.6949742501	0.3095669641
676	0.6949768984	0.3095663751
677	0.6949782507	0.3095652015
678	0.6949897622	0.3095589475
679	0.6949995723	0.3095529471
680	0.6950107374	0.3095465196
681	0.6950132251	0.309545738
682	0.6950132077	0.3095457343
683	0.6950146433	0.3095453416
684	0.6950370582	0.3095376645
685	0.6950645874	0.3095228958
686	0.6950654428	0.3095228121
687	0.6950656278	0.3095220203
688	0.6950653301	0.309522018
689	0.6950666767	0.3095195583
690	0.6950700959	0.3095149001
691	0.6950788646	0.3095109614
692	0.695090233	0.3095059254
693	0.695090572	0.3095056723
694	0.6950965941	0.3095037609
695	0.6950967525	0.3095035848
696	0.6950983116	0.309502325
697	0.6951377754	0.3094815406
698	0.6951408014	0.3094808825
699	0.695150047	0.3094761258
700	0.6951515541	0.3094753654
701	0.6951514636	0.3094751091
702	0.6951521461	0.3094749941
703	0.6951522012	0.3094749051
704	0.6951629835	0.309470836
705	0.6951673684	0.3094671454
706	0.6951782764	0.3094616826
707	0.6951788105	0.309461318
708	0.695187635	0.3094596048
709	0.6951922831	0.3094574562
710	0.6952044855	0.3094498727
711	0.6952082478	0.3094460674
712	0.6952095896	0.309445936
713	0.695210267	0.3094458006
714	0.695218028	0.3094428461
715	0.6952226165	0.3094395648
716	0.6952227247	0.3094393648
717	0.6952230087	0.3094386783
718	0.6952229312	0.3094386756
719	0.6952523662	0.309431841
720	0.6952549311	0.309430716
721	0.6952531803	0.3094299918
722	0.6952721972	0.3094190134
723	0.6952821218	0.3094143722
724	0.6952840201	0.3094138457
725	0.6952975998	0.3094060844
726	0.6953013276	0.3094039197
727	0.6953013275	0.3094039187
728	0.6953034757	0.3094033586
729	0.6953034793	0.3094033583
730	0.6953126981	0.3093995457
731	0.6953180796	0.3093967601
732	0.6953276046	0.3093917642
733	0.6953296973	0.3093910996
734	0.695331886	0.3093906964
735	0.6953460319	0.309378461
